image,species,individual_id,classes,classes_species,fold,singlet_fold,not_seen,num_images,count
e6bf288efdee36.jpg,blue_whale,0fac54747048,989,1,-1,2,1,1,1
e048510ef696a6.jpg,short_finned_pilot_whale,0facd7dd75c2,990,25,4,4,1,2,2
69d5fa9a480742.jpg,short_finned_pilot_whale,0facd7dd75c2,990,25,0,0,1,2,2
bbe388e528fa4c.jpg,melon_headed_whale,0fbf77e8b142,991,18,-1,4,0,1,1
4cfa97eb8a1782.jpg,gray_whale,0fc2016f607c,992,13,-1,4,0,1,1
64526f139c12d5.jpg,blue_whale,0fc212b38c9a,993,1,1,1,1,2,2
15c59fb21c4e35.jpg,blue_whale,0fc212b38c9a,993,1,2,2,1,2,2
c37aef077d41d1.jpg,frasiers_dolphin,0fc5a525c18c,994,11,-1,2,0,1,1
f4cdcd04d46f3f.jpg,killer_whale,0fcbbd4384fe,995,16,1,1,1,5,5
379bb73ff2dd4e.jpg,killer_whale,0fcbbd4384fe,995,16,2,2,1,5,5
7b84ea232855f1.jpg,killer_whale,0fcbbd4384fe,995,16,3,3,1,5,5
144a587daa7837.jpg,killer_whale,0fcbbd4384fe,995,16,4,4,1,5,5
26c8f062bacdc2.jpg,killer_whale,0fcbbd4384fe,995,16,0,0,1,5,5
7f37b2753dc56e.jpg,humpback_whale,0fccb8f51698,996,14,-1,1,0,1,1
e62fcce7952ba4.jpg,humpback_whale,0fce79a3c211,997,14,-1,0,0,1,1
a15310081907e1.jpg,bottlenose_dolphin,0fd01e03d0b5,998,2,4,4,1,2,2
21c3882fb3803a.jpg,bottlenose_dolphin,0fd01e03d0b5,998,2,0,0,1,2,2
aa763500ea6bc3.jpg,melon_headed_whale,0fd3f4fd4d28,999,18,-1,2,0,1,1
390ad2718791f0.jpg,rough_toothed_dolphin,0fdb821e1f72,1000,23,-1,2,0,1,1
ad2c3cd7784cec.jpg,spinner_dolphin,0fe7d2195764,1001,27,0,0,1,4,4
b694c5b3279ccb.jpg,spinner_dolphin,0fe7d2195764,1001,27,1,1,1,4,4
aa0c70bf5e341d.jpg,spinner_dolphin,0fe7d2195764,1001,27,2,2,1,4,4
bfe63d34994499.jpg,spinner_dolphin,0fe7d2195764,1001,27,3,3,1,4,4
2b2ef8aba88938.jpg,blue_whale,0fe9a77967ef,1002,1,2,2,1,2,2
91529446a90374.jpg,blue_whale,0fe9a77967ef,1002,1,3,3,1,2,2
96876e2d83fbca.jpg,bottlenose_dolpin,0feb2b4350e4,1003,3,1,1,1,5,5
06464d6b83ce98.jpg,bottlenose_dolpin,0feb2b4350e4,1003,3,2,2,1,5,5
c1c1c7c2b7a1c3.jpg,bottlenose_dolpin,0feb2b4350e4,1003,3,3,3,1,5,5
e124401b2b2c7c.jpg,bottlenose_dolpin,0feb2b4350e4,1003,3,4,4,1,5,5
ee4a718f4caaf0.jpg,bottlenose_dolpin,0feb2b4350e4,1003,3,0,0,1,5,5
a00a0a220ab641.jpg,melon_headed_whale,0ff39d54196a,1004,18,-1,4,1,1,1
cfe2b07e5880f6.jpg,pilot_whale,0ff4ef2032c8,1005,21,-1,3,0,1,1
dc9e681c27af22.jpg,spinner_dolphin,0ff6f3f9da6b,1006,27,-1,0,1,1,1
99383e1fc9614f.jpg,blue_whale,0ffa6d2cd607,1007,1,3,3,1,2,2
ab081332cda2c6.jpg,blue_whale,0ffa6d2cd607,1007,1,4,4,1,2,2
2483f185c910a4.jpg,dusky_dolphin,0ffa9b539265,1008,8,-1,2,1,1,1
5c1ad570fbd7e6.jpg,dusky_dolphin,10096e9d49b3,1009,8,-1,1,1,1,1
b3f5fb3337b7bf.jpg,fin_whale,100e0376593e,1010,10,-1,0,1,1,1
6095c47fbe3fd2.jpg,spinner_dolphin,1013f496c4f0,1011,27,3,3,1,2,2
aac60d3ac4db55.jpg,spinner_dolphin,1013f496c4f0,1011,27,4,4,1,2,2
e42b6ee59e36cf.jpg,bottlenose_dolpin,101e18de3a58,1012,3,-1,2,0,1,1
0988f586d32c4b.jpg,humpback_whale,1021d69b09e5,1013,14,2,2,1,3,3
e854b1845d0bc0.jpg,humpback_whale,1021d69b09e5,1013,14,3,3,1,3,3
99fa12fa1f7a58.jpg,humpback_whale,1021d69b09e5,1013,14,4,4,1,3,3
db1771004ac10c.jpg,humpback_whale,102279b8d3c5,1014,14,-1,4,0,1,1
6a0bd7d8c19a02.jpg,dusky_dolphin,10317a09b270,1015,8,-1,4,1,1,1
d949fb8187e807.jpg,humpback_whale,1042125355a5,1016,14,-1,1,0,1,1
3389625390cd0c.jpg,killer_whale,1044d8b29af0,1017,16,-1,4,1,1,1
653973cb206820.jpg,dusky_dolphin,10465c7812a0,1018,8,-1,4,0,1,1
3d49de9778193a.jpg,fin_whale,1047b3f9f907,1019,10,4,4,1,2,2
1636e983cea3ea.jpg,fin_whale,1047b3f9f907,1019,10,0,0,1,2,2
b9709d4c638002.jpg,humpback_whale,104879ce5eb3,1020,14,4,4,1,2,2
d2172b420c72ed.jpg,humpback_whale,104879ce5eb3,1020,14,0,0,1,2,2
0570142b19365b.jpg,humpback_whale,10490eb49567,1021,14,-1,1,1,1,1
06b2ef38115296.jpg,humpback_whale,1049f2e21c21,1022,14,-1,1,1,1,1
488c51f7d18145.jpg,blue_whale,104bd84e891c,1023,1,-1,3,0,1,1
3c238da4d9149a.jpg,blue_whale,104db7bf2203,1024,1,-1,3,1,1,1
52dc75fb23e77c.jpg,melon_headed_whale,1050de6b8967,1025,18,-1,1,1,1,1
b25fc68985fd07.jpg,false_killer_whale,10523e106635,1026,9,1,1,1,2,2
bf4d2fbe5c3ce6.jpg,false_killer_whale,10523e106635,1026,9,2,2,1,2,2
bfde5c76221cd0.jpg,dusky_dolphin,105323bdca0d,1027,8,-1,4,1,1,1
82349ac572da3f.jpg,pilot_whale,105a6507e640,1028,21,-1,3,0,1,1
56e5485dbbbc83.jpg,humpback_whale,10626d80d43c,1029,14,-1,1,0,1,1
65173f3485a7ee.jpg,dusky_dolphin,1068789f0d0d,1030,8,-1,2,1,1,1
81df22c59d69c5.jpg,dusky_dolphin,106ef810a6ca,1031,8,-1,2,0,1,1
a8c8593024ca04.jpg,melon_headed_whale,10738f4d90f4,1032,18,-1,4,1,1,1
edee91cb67770b.jpg,humpback_whale,10793b72882a,1033,14,-1,4,0,1,1
bf3c626ce8ad18.jpg,fin_whale,107bbf53a2ea,1034,10,-1,0,0,1,1
cc7d335c9769f0.jpg,melon_headed_whale,107f2af37399,1035,18,-1,0,0,1,1
8980073d4bfe38.jpg,minke_whale,10803ddfbbad,1036,19,-1,0,1,1,1
d78601421e8192.jpg,humpback_whale,10851cb8002d,1037,14,-1,4,1,1,1
aadccc4940d54e.jpg,spinner_dolphin,1087208db9bc,1038,27,-1,4,1,1,1
b9e70bc1969f8e.jpg,killer_whale,108bd9809513,1039,16,0,0,1,5,5
b1028668db5e3d.jpg,killer_whale,108bd9809513,1039,16,1,1,1,5,5
50da695b997738.jpg,killer_whale,108bd9809513,1039,16,2,2,1,5,5
afa38185600197.jpg,killer_whale,108bd9809513,1039,16,3,3,1,5,5
c077eef80a9689.jpg,killer_whale,108bd9809513,1039,16,4,4,1,5,5
246ec6d29b7fbf.jpg,spinner_dolphin,108ea517bdb4,1040,27,0,0,1,2,2
bb26f09ad9b5dd.jpg,spinner_dolphin,108ea517bdb4,1040,27,1,1,1,2,2
8da2fc4c2276fa.jpg,spotted_dolphin,1095b2a72e12,1041,28,0,0,1,2,2
bc9b8e1efe1b1b.jpg,spotted_dolphin,1095b2a72e12,1041,28,1,1,1,2,2
52529f014b8a6a.jpg,dusky_dolphin,10968cfa70d4,1042,8,-1,3,0,1,1
98ea16064aa77d.jpg,beluga,10980b0f753d,1043,0,1,1,1,6,6
8bf2099bd77451.jpg,beluga,10980b0f753d,1043,0,2,2,1,6,6
ade611fcc771e7.jpg,beluga,10980b0f753d,1043,0,3,3,1,6,6
143406516b87f8.jpg,beluga,10980b0f753d,1043,0,4,4,1,6,6
f0dc0884914376.jpg,beluga,10980b0f753d,1043,0,0,0,1,6,6
0974cb281dc845.jpg,beluga,10980b0f753d,1043,0,1,1,1,6,6
d8f1443481f677.jpg,beluga,109d7f008c25,1044,0,-1,4,1,1,1
4e0c9b11837860.jpg,beluga,10a3daaf6c1c,1045,0,2,2,1,5,5
6670494aa95cc2.jpg,beluga,10a3daaf6c1c,1045,0,3,3,1,5,5
202532300398d7.jpg,beluga,10a3daaf6c1c,1045,0,4,4,1,5,5
f4f2837965e236.jpg,beluga,10a3daaf6c1c,1045,0,0,0,1,5,5
20bcc21732f30e.jpg,beluga,10a3daaf6c1c,1045,0,1,1,1,5,5
776b995e3def9c.jpg,melon_headed_whale,10ac98eb2c22,1046,18,-1,1,1,1,1
7f6f048bce46dd.jpg,humpback_whale,10ad5015d7e6,1047,14,-1,1,1,1,1
669da60064e285.jpg,long_finned_pilot_whale,10b2ad514bae,1048,17,2,2,1,3,3
91a7998dea3fd2.jpg,long_finned_pilot_whale,10b2ad514bae,1048,17,3,3,1,3,3
a7865dd6768915.jpg,long_finned_pilot_whale,10b2ad514bae,1048,17,4,4,1,3,3
d5a84773abccb6.jpg,spinner_dolphin,10b39428c248,1049,27,-1,3,0,1,1
53e0c0fd9204a3.jpg,melon_headed_whale,10b8812b8974,1050,18,-1,0,1,1,1
4c091d1dfc3c4e.jpg,dusky_dolphin,10bab45fbebd,1051,8,-1,0,1,1,1
e544ec541be91a.jpg,spinner_dolphin,10bbffc2c016,1052,27,-1,0,0,1,1
1d440db0ae8ae2.jpg,southern_right_whale,10bf999f2fed,1053,26,0,0,1,2,2
3375a37ff75166.jpg,southern_right_whale,10bf999f2fed,1053,26,1,1,1,2,2
8f960b481f9a20.jpg,bottlenose_dolphin,10c30a93d1ec,1054,2,0,0,1,2,2
6cf6bd564ade45.jpg,bottlenose_dolphin,10c30a93d1ec,1054,2,1,1,1,2,2
025df76a6497ac.jpg,beluga,10c58207b225,1055,0,-1,0,0,1,1
8022d48b0d8d3c.jpg,blue_whale,10cd0cb9f551,1056,1,-1,1,1,1,1
e2954b097f1906.jpg,blue_whale,10cffb161a12,1057,1,-1,0,1,1,1
cda70908aa4829.jpg,blue_whale,10d987582bdf,1058,1,3,3,1,6,6
531e28063c5836.jpg,blue_whale,10d987582bdf,1058,1,4,4,1,6,6
1a08c9c25af42d.jpg,blue_whale,10d987582bdf,1058,1,0,0,1,6,6
5a09f17f6f97d5.jpg,blue_whale,10d987582bdf,1058,1,1,1,1,6,6
8bb77c1346c203.jpg,blue_whale,10d987582bdf,1058,1,2,2,1,6,6
76c64822ca50a1.jpg,blue_whale,10d987582bdf,1058,1,3,3,1,6,6
2d7f18174dfb7c.jpg,bottlenose_dolphin,10df99110130,1059,2,1,1,1,17,17
0bf3975086fbe1.jpg,bottlenose_dolphin,10df99110130,1059,2,2,2,1,17,17
188c775152a647.jpg,bottlenose_dolphin,10df99110130,1059,2,3,3,1,17,17
6d5e02b84a1efb.jpg,bottlenose_dolphin,10df99110130,1059,2,4,4,1,17,17
58239f600faeff.jpg,bottlenose_dolphin,10df99110130,1059,2,0,0,1,17,17
55e6f5562be496.jpg,bottlenose_dolphin,10df99110130,1059,2,1,1,1,17,17
13593fca3f55a8.jpg,bottlenose_dolphin,10df99110130,1059,2,2,2,1,17,17
cc4ca9e14db160.jpg,bottlenose_dolphin,10df99110130,1059,2,3,3,1,17,17
ea929dadff24a9.jpg,bottlenose_dolphin,10df99110130,1059,2,4,4,1,17,17
ea561ad8f71886.jpg,bottlenose_dolphin,10df99110130,1059,2,0,0,1,17,17
4c03421983f5a0.jpg,bottlenose_dolphin,10df99110130,1059,2,1,1,1,17,17
c9ecf7bbb5a761.jpg,bottlenose_dolphin,10df99110130,1059,2,2,2,1,17,17
b694ca34368973.jpg,bottlenose_dolphin,10df99110130,1059,2,3,3,1,17,17
429e9ea00046a5.jpg,bottlenose_dolphin,10df99110130,1059,2,4,4,1,17,17
246420778ca31d.jpg,bottlenose_dolphin,10df99110130,1059,2,0,0,1,17,17
3e949db9a57510.jpg,bottlenose_dolphin,10df99110130,1059,2,1,1,1,17,17
0362a7bc178974.jpg,bottlenose_dolphin,10df99110130,1059,2,2,2,1,17,17
755325003e5939.jpg,pilot_whale,10dfd6efd2f7,1060,21,-1,4,1,1,1
b74a6e8da3f38b.jpg,humpback_whale,10e2eac1ea54,1061,14,-1,0,0,1,1
c0e2cc040360a3.jpg,beluga,10e7211ef049,1062,0,3,3,1,2,2
aa4c7f9ec1e865.jpg,beluga,10e7211ef049,1062,0,4,4,1,2,2
75c0c241bed1af.jpg,humpback_whale,10e758eb503a,1063,14,1,1,1,87,87
9454c39e9b0ea6.jpg,humpback_whale,10e758eb503a,1063,14,2,2,1,87,87
d2a47cc3bd0596.jpg,humpback_whale,10e758eb503a,1063,14,3,3,1,87,87
a5e7a9fbd1f4bf.jpg,humpback_whale,10e758eb503a,1063,14,4,4,1,87,87
08dc9d26efc575.jpg,humpback_whale,10e758eb503a,1063,14,0,0,1,87,87
da6bc959b8bd2f.jpg,humpback_whale,10e758eb503a,1063,14,1,1,1,87,87
00fa57e4793b90.jpg,humpback_whale,10e758eb503a,1063,14,2,2,1,87,87
3a66a1a9c29805.jpg,humpback_whale,10e758eb503a,1063,14,3,3,1,87,87
68933a399b3cfd.jpg,humpback_whale,10e758eb503a,1063,14,4,4,1,87,87
0e8f5bc59f26d3.jpg,humpback_whale,10e758eb503a,1063,14,0,0,1,87,87
735d722f2f70f2.jpg,humpback_whale,10e758eb503a,1063,14,1,1,1,87,87
dc5a5b219ea5f6.jpg,humpback_whale,10e758eb503a,1063,14,2,2,1,87,87
e37619ea702fb4.jpg,humpback_whale,10e758eb503a,1063,14,3,3,1,87,87
ce835457b18cea.jpg,humpback_whale,10e758eb503a,1063,14,4,4,1,87,87
5715b2cdc06c91.jpg,humpback_whale,10e758eb503a,1063,14,0,0,1,87,87
4f35f6e548bc60.jpg,humpback_whale,10e758eb503a,1063,14,1,1,1,87,87
cc62932f25cd9e.jpg,humpback_whale,10e758eb503a,1063,14,2,2,1,87,87
9290175d2db60e.jpg,humpback_whale,10e758eb503a,1063,14,3,3,1,87,87
c86fd9760ecb95.jpg,humpback_whale,10e758eb503a,1063,14,4,4,1,87,87
6881bc81022dab.jpg,humpback_whale,10e758eb503a,1063,14,0,0,1,87,87
5d77c63b35fdbb.jpg,humpback_whale,10e758eb503a,1063,14,1,1,1,87,87
7872ab8de97f1c.jpg,humpback_whale,10e758eb503a,1063,14,2,2,1,87,87
437931399e9b29.jpg,humpback_whale,10e758eb503a,1063,14,3,3,1,87,87
eefa0bb926f3ad.jpg,humpback_whale,10e758eb503a,1063,14,4,4,1,87,87
35b0c841d21757.jpg,humpback_whale,10e758eb503a,1063,14,0,0,1,87,87
078a52ba92b2fc.jpg,humpback_whale,10e758eb503a,1063,14,1,1,1,87,87
49ad722b6f5830.jpg,humpback_whale,10e758eb503a,1063,14,2,2,1,87,87
366c757927d7d4.jpg,humpback_whale,10e758eb503a,1063,14,3,3,1,87,87
5f96b9096f5c92.jpg,humpback_whale,10e758eb503a,1063,14,4,4,1,87,87
cc6c648d70ba3f.jpg,humpback_whale,10e758eb503a,1063,14,0,0,1,87,87
2c32654bf88760.jpg,humpback_whale,10e758eb503a,1063,14,1,1,1,87,87
a0b7120097a3b1.jpg,humpback_whale,10e758eb503a,1063,14,2,2,1,87,87
a6254c07909a84.jpg,humpback_whale,10e758eb503a,1063,14,3,3,1,87,87
2e03227d228285.jpg,humpback_whale,10e758eb503a,1063,14,4,4,1,87,87
43a746326b45fc.jpg,humpback_whale,10e758eb503a,1063,14,0,0,1,87,87
3347e9b73defa8.jpg,humpback_whale,10e758eb503a,1063,14,1,1,1,87,87
5b987c84f20402.jpg,humpback_whale,10e758eb503a,1063,14,2,2,1,87,87
27600c363d60f6.jpg,humpback_whale,10e758eb503a,1063,14,3,3,1,87,87
cbe4b5df1bf868.jpg,humpback_whale,10e758eb503a,1063,14,4,4,1,87,87
1bc0bd3dd4dc36.jpg,humpback_whale,10e758eb503a,1063,14,0,0,1,87,87
2919d7a80dede8.jpg,humpback_whale,10e758eb503a,1063,14,1,1,1,87,87
95f34579fd7ff8.jpg,humpback_whale,10e758eb503a,1063,14,2,2,1,87,87
2845cdf1b8222d.jpg,humpback_whale,10e758eb503a,1063,14,3,3,1,87,87
f112f39aafeb25.jpg,humpback_whale,10e758eb503a,1063,14,4,4,1,87,87
acb40b2c151a30.jpg,humpback_whale,10e758eb503a,1063,14,0,0,1,87,87
ff53b6b184d6bd.jpg,humpback_whale,10e758eb503a,1063,14,1,1,1,87,87
49eb2b9f8662b4.jpg,humpback_whale,10e758eb503a,1063,14,2,2,1,87,87
bf3310134df017.jpg,humpback_whale,10e758eb503a,1063,14,3,3,1,87,87
f9ec9f67fa09d3.jpg,humpback_whale,10e758eb503a,1063,14,4,4,1,87,87
278dd7d38d2627.jpg,humpback_whale,10e758eb503a,1063,14,0,0,1,87,87
457d055680cdfc.jpg,humpback_whale,10e758eb503a,1063,14,1,1,1,87,87
46e14af47d8ee5.jpg,humpback_whale,10e758eb503a,1063,14,2,2,1,87,87
91cb7c6c0d87c6.jpg,humpback_whale,10e758eb503a,1063,14,3,3,1,87,87
246c7ad9faa7d5.jpg,humpback_whale,10e758eb503a,1063,14,4,4,1,87,87
91f4782222f4bd.jpg,humpback_whale,10e758eb503a,1063,14,0,0,1,87,87
06bac30da4aeeb.jpg,humpback_whale,10e758eb503a,1063,14,1,1,1,87,87
5c079f3bd11c3d.jpg,humpback_whale,10e758eb503a,1063,14,2,2,1,87,87
3acf3ac71ac204.jpg,humpback_whale,10e758eb503a,1063,14,3,3,1,87,87
2361346ac3b1fe.jpg,humpback_whale,10e758eb503a,1063,14,4,4,1,87,87
c419d8ca99ca84.jpg,humpback_whale,10e758eb503a,1063,14,0,0,1,87,87
31cb681b7d1a29.jpg,humpback_whale,10e758eb503a,1063,14,1,1,1,87,87
cccab7bd53461e.jpg,humpback_whale,10e758eb503a,1063,14,2,2,1,87,87
c4cc2dca0d2f51.jpg,humpback_whale,10e758eb503a,1063,14,3,3,1,87,87
ab0742fbe51f6b.jpg,humpback_whale,10e758eb503a,1063,14,4,4,1,87,87
a7f0c4511b708e.jpg,humpback_whale,10e758eb503a,1063,14,0,0,1,87,87
5ce72764ee171e.jpg,humpback_whale,10e758eb503a,1063,14,1,1,1,87,87
52ba69557975b0.jpg,humpback_whale,10e758eb503a,1063,14,2,2,1,87,87
7e13b6fda988a3.jpg,humpback_whale,10e758eb503a,1063,14,3,3,1,87,87
bd3ab265c93dde.jpg,humpback_whale,10e758eb503a,1063,14,4,4,1,87,87
861ae441188da4.jpg,humpback_whale,10e758eb503a,1063,14,0,0,1,87,87
b3bce24a2acc8c.jpg,humpback_whale,10e758eb503a,1063,14,1,1,1,87,87
37e49bef6aace5.jpg,humpback_whale,10e758eb503a,1063,14,2,2,1,87,87
d02ec1a110207a.jpg,humpback_whale,10e758eb503a,1063,14,3,3,1,87,87
574747b94b3ca1.jpg,humpback_whale,10e758eb503a,1063,14,4,4,1,87,87
1bf663cabc4142.jpg,humpback_whale,10e758eb503a,1063,14,0,0,1,87,87
aca384007a10a1.jpg,humpback_whale,10e758eb503a,1063,14,1,1,1,87,87
1591356d17ccf6.jpg,humpback_whale,10e758eb503a,1063,14,2,2,1,87,87
d38ea66c941302.jpg,humpback_whale,10e758eb503a,1063,14,3,3,1,87,87
0ccb4e7c9071ae.jpg,humpback_whale,10e758eb503a,1063,14,4,4,1,87,87
9d3a7d3770e699.jpg,humpback_whale,10e758eb503a,1063,14,0,0,1,87,87
8f3f95b74cf73b.jpg,humpback_whale,10e758eb503a,1063,14,1,1,1,87,87
3d5f139ef75c45.jpg,humpback_whale,10e758eb503a,1063,14,2,2,1,87,87
134bc195848532.jpg,humpback_whale,10e758eb503a,1063,14,3,3,1,87,87
e390b10c5b52bb.jpg,humpback_whale,10e758eb503a,1063,14,4,4,1,87,87
276adb7f4cec58.jpg,humpback_whale,10e758eb503a,1063,14,0,0,1,87,87
913fa0e2111077.jpg,humpback_whale,10e758eb503a,1063,14,1,1,1,87,87
1c0eb01f7f9a18.jpg,humpback_whale,10e758eb503a,1063,14,2,2,1,87,87
b0ebf22fda0f0e.jpg,spinner_dolphin,10e7b2a94d08,1064,27,-1,2,1,1,1
50b4fb07499402.jpg,melon_headed_whale,10f38a075e51,1065,18,-1,0,0,1,1
c545e468902560.jpg,humpback_whale,10f4859fe124,1066,14,-1,3,0,1,1
90b96e19a2fde3.jpg,bottlenose_dolpin,10f801d47fa5,1067,3,3,3,1,4,4
af9865e5d5bc78.jpg,bottlenose_dolpin,10f801d47fa5,1067,3,4,4,1,4,4
e49bc10a83cd7e.jpg,bottlenose_dolpin,10f801d47fa5,1067,3,0,0,1,4,4
06cca80e6a286d.jpg,bottlenose_dolpin,10f801d47fa5,1067,3,1,1,1,4,4
fd9acad1ef9986.jpg,southern_right_whale,110261bb4f64,1068,26,1,1,1,2,2
f090c1d5277c6e.jpg,southern_right_whale,110261bb4f64,1068,26,2,2,1,2,2
71ed6009933d3c.jpg,dusky_dolphin,1107aa8889bc,1069,8,-1,0,0,1,1
a49763d5089bd7.jpg,dusky_dolphin,110942914010,1070,8,2,2,1,5,5
3360e692ebea25.jpg,dusky_dolphin,110942914010,1070,8,3,3,1,5,5
0769fb08ec9d66.jpg,dusky_dolphin,110942914010,1070,8,4,4,1,5,5
c86624317f8e07.jpg,dusky_dolphin,110942914010,1070,8,0,0,1,5,5
534dbc62bcf882.jpg,dusky_dolphin,110942914010,1070,8,1,1,1,5,5
48d4a6e91e67bc.jpg,beluga,110fb17bd235,1071,0,2,2,1,7,7
e500807fe339ab.jpg,beluga,110fb17bd235,1071,0,3,3,1,7,7
57810f01531eee.jpg,beluga,110fb17bd235,1071,0,4,4,1,7,7
7f9288faaf6e3a.jpg,beluga,110fb17bd235,1071,0,0,0,1,7,7
384674346d3c09.jpg,beluga,110fb17bd235,1071,0,1,1,1,7,7
ebef105fc37a75.jpg,beluga,110fb17bd235,1071,0,2,2,1,7,7
8297d363aa7c38.jpg,beluga,110fb17bd235,1071,0,3,3,1,7,7
2c5a18a3fab370.jpg,melon_headed_whale,111a78cd63bf,1072,18,-1,0,0,1,1
bafea73da840f6.jpg,southern_right_whale,111c39680773,1073,26,4,4,1,2,2
5ef114cd79c8f7.jpg,southern_right_whale,111c39680773,1073,26,0,0,1,2,2
33a0418d1f1d3a.jpg,melon_headed_whale,1120135f5342,1074,18,-1,0,1,1,1
458454ee18c0bb.jpg,blue_whale,1122a410c39d,1075,1,-1,3,0,1,1
62a5f4f14e18c7.jpg,bottlenose_dolpin,112304d13fa7,1076,3,3,3,1,2,2
f637ec852f3cf3.jpg,bottlenose_dolpin,112304d13fa7,1076,3,4,4,1,2,2
8e3bdf54b5f73e.jpg,beluga,1135ff432965,1077,0,4,4,1,8,8
924d53b6609c1c.jpg,beluga,1135ff432965,1077,0,0,0,1,8,8
ff66d10c96ee8c.jpg,beluga,1135ff432965,1077,0,1,1,1,8,8
9fe011cac42f19.jpg,beluga,1135ff432965,1077,0,2,2,1,8,8
6d3e5fe8d55e7e.jpg,beluga,1135ff432965,1077,0,3,3,1,8,8
9c78f1b571c23c.jpg,beluga,1135ff432965,1077,0,4,4,1,8,8
27820dce2ed089.jpg,beluga,1135ff432965,1077,0,0,0,1,8,8
e663d803bfcabf.jpg,beluga,1135ff432965,1077,0,1,1,1,8,8
b834b33f66e713.jpg,killer_whale,1138a9024ee5,1078,16,2,2,1,14,14
50be5f2ca939f6.jpg,killer_whale,1138a9024ee5,1078,16,3,3,1,14,14
4162af87c526e6.jpg,killer_whale,1138a9024ee5,1078,16,4,4,1,14,14
c38ca08dae9cfa.jpg,killer_whale,1138a9024ee5,1078,16,0,0,1,14,14
3b25265f03192d.jpg,killer_whale,1138a9024ee5,1078,16,1,1,1,14,14
912e08ca2d928d.jpg,killer_whale,1138a9024ee5,1078,16,2,2,1,14,14
cd70c2e450abf6.jpg,killer_whale,1138a9024ee5,1078,16,3,3,1,14,14
a986bbca4cb263.jpg,killer_whale,1138a9024ee5,1078,16,4,4,1,14,14
1dc5f0156766cc.jpg,killer_whale,1138a9024ee5,1078,16,0,0,1,14,14
dae4589b0f8dc5.jpg,killer_whale,1138a9024ee5,1078,16,1,1,1,14,14
6f2e8018d9a480.jpg,killer_whale,1138a9024ee5,1078,16,2,2,1,14,14
2ecd1e1dc4dc5c.jpg,killer_whale,1138a9024ee5,1078,16,3,3,1,14,14
00afe60388a560.jpg,killer_whale,1138a9024ee5,1078,16,4,4,1,14,14
2d8e50330c17c8.jpg,killer_whale,1138a9024ee5,1078,16,0,0,1,14,14
9f9eaf5ff17def.jpg,melon_headed_whale,1139001ca6bf,1079,18,-1,3,1,1,1
913cce4788a478.jpg,dusky_dolphin,113926751d39,1080,8,-1,1,1,1,1
14a5965efbb194.jpg,humpback_whale,113951d2abc8,1081,14,-1,0,0,1,1
31fe85c3f22024.jpg,minke_whale,114207cab555,1082,19,1,1,1,168,168
6d332afa0f9034.jpg,minke_whale,114207cab555,1082,19,2,2,1,168,168
6b3922e1fba7e8.jpg,minke_whale,114207cab555,1082,19,3,3,1,168,168
af77ee6cd9134d.jpg,minke_whale,114207cab555,1082,19,4,4,1,168,168
bf910a3e509875.jpg,minke_whale,114207cab555,1082,19,0,0,1,168,168
73d033f62a0b7d.jpg,minke_whale,114207cab555,1082,19,1,1,1,168,168
8d243a88f6195d.jpg,minke_whale,114207cab555,1082,19,2,2,1,168,168
8e7c5ce18f015a.jpg,minke_whale,114207cab555,1082,19,3,3,1,168,168
8517a6cbce80b0.jpg,minke_whale,114207cab555,1082,19,4,4,1,168,168
bc7174311a8461.jpg,minke_whale,114207cab555,1082,19,0,0,1,168,168
02fba64eea16d7.jpg,minke_whale,114207cab555,1082,19,1,1,1,168,168
bc68bafdc087c5.jpg,minke_whale,114207cab555,1082,19,2,2,1,168,168
0cf1ee5614e08e.jpg,minke_whale,114207cab555,1082,19,3,3,1,168,168
09e5b4b15fe840.jpg,minke_whale,114207cab555,1082,19,4,4,1,168,168
91d3af09ecd915.jpg,minke_whale,114207cab555,1082,19,0,0,1,168,168
3fea89c47202e3.jpg,minke_whale,114207cab555,1082,19,1,1,1,168,168
760a919d3e05bb.jpg,minke_whale,114207cab555,1082,19,2,2,1,168,168
f650837d00ff63.jpg,minke_whale,114207cab555,1082,19,3,3,1,168,168
3fea9cf4a140ea.jpg,minke_whale,114207cab555,1082,19,4,4,1,168,168
faa2e39234c194.jpg,minke_whale,114207cab555,1082,19,0,0,1,168,168
98c2d359da14a0.jpg,minke_whale,114207cab555,1082,19,1,1,1,168,168
858363568d22d0.jpg,minke_whale,114207cab555,1082,19,2,2,1,168,168
4cc188517bf61a.jpg,minke_whale,114207cab555,1082,19,3,3,1,168,168
9ba296838737a9.jpg,minke_whale,114207cab555,1082,19,4,4,1,168,168
e97b29286708fe.jpg,minke_whale,114207cab555,1082,19,0,0,1,168,168
d54b039f381d47.jpg,minke_whale,114207cab555,1082,19,1,1,1,168,168
c71636495753b1.jpg,minke_whale,114207cab555,1082,19,2,2,1,168,168
38e4def7c48c3b.jpg,minke_whale,114207cab555,1082,19,3,3,1,168,168
2a03fa841bf80f.jpg,minke_whale,114207cab555,1082,19,4,4,1,168,168
c8ffcfdee57d22.jpg,minke_whale,114207cab555,1082,19,0,0,1,168,168
09883240d1aa8f.jpg,minke_whale,114207cab555,1082,19,1,1,1,168,168
3217d4d6340db3.jpg,minke_whale,114207cab555,1082,19,2,2,1,168,168
fba35d21685ff4.jpg,minke_whale,114207cab555,1082,19,3,3,1,168,168
